1.00000,2.00000,0.56732,28.50279,2.79544,0.54841,0.56732,28.50279,2.79544,0.54841
1.00000,3.00000,0.91221,25.06203,2.43725,0.68955,0.73977,26.78241,2.61634,0.61898
1.00000,4.00000,0.86815,22.46688,2.16741,0.79278,0.78256,25.34390,2.46670,0.67691
1.00000,5.00000,0.83922,18.85902,1.77710,1.08804,0.79673,23.72268,2.29430,0.77969
1.00000,6.00000,0.60970,13.28787,1.26527,0.63520,0.75932,21.63572,2.08849,0.75080
1.00000,7.00000,0.77753,13.28949,1.25002,0.78931,0.76236,20.24468,1.94875,0.75721
1.00000,8.00000,0.54710,9.72289,0.89767,0.74624,0.73161,18.74157,1.79859,0.75565
1.00000,9.00000,0.70484,9.78859,0.90157,0.77285,0.72826,17.62245,1.68647,0.75780
1.00000,10.00000,0.79864,11.95677,1.12324,0.72433,0.73608,16.99293,1.62388,0.75408
1.00000,11.00000,0.61980,9.04586,0.79337,1.11220,0.72445,16.19822,1.54083,0.78989
1.00000,12.00000,0.87968,6.80775,0.58816,0.92615,0.73856,15.34454,1.45423,0.80228
1.00000,13.00000,0.74947,8.64865,0.78568,0.79187,0.73947,14.78655,1.39851,0.80141
1.00000,14.00000,0.63943,12.64543,1.18371,0.80834,0.73178,14.62185,1.38199,0.80194
1.00000,15.00000,0.79845,8.97020,0.81361,0.83405,0.73654,14.21816,1.34139,0.80424
1.00000,16.00000,0.61073,12.34641,1.13704,0.97599,0.72815,14.09338,1.32777,0.81569
1.00000,17.00000,0.97789,12.19965,1.11885,1.01115,0.74376,13.97502,1.31471,0.82790
1.00000,18.00000,1.05107,8.18344,0.73044,0.87907,0.76184,13.63434,1.28034,0.83091
1.00000,19.00000,1.02882,6.71233,0.58455,0.86682,0.77667,13.24978,1.24169,0.83291
1.00000,20.00000,1.16533,6.91250,0.58865,1.02600,0.79713,12.91624,1.20732,0.84307
1.00000,21.00000,0.81412,9.44508,0.86495,0.79557,0.79798,12.74268,1.19020,0.84069
1.00000,22.00000,0.75216,11.55972,1.06333,0.92647,0.79579,12.68635,1.18416,0.84478
1.00000,23.00000,0.86044,10.09712,0.91924,0.90469,0.79873,12.56866,1.17212,0.84750
1.00000,24.00000,0.74457,7.50829,0.67835,0.72482,0.79638,12.34864,1.15065,0.84217
1.00000,25.00000,0.96727,9.35918,0.85504,0.80878,0.80350,12.22408,1.13833,0.84078
1.00000,26.00000,0.68579,6.93214,0.61659,0.76623,0.79879,12.01240,1.11746,0.83780
1.00000,27.00000,1.09345,7.07925,0.61994,0.87981,0.81012,11.82267,1.09833,0.83941
1.00000,28.00000,0.84104,8.19360,0.72339,0.95967,0.81127,11.68826,1.08444,0.84387
1.00000,29.00000,1.03805,5.42407,0.43086,1.11548,0.81937,11.46454,1.06110,0.85357
1.00000,30.00000,0.82375,6.95751,0.61247,0.83280,0.81952,11.30912,1.04563,0.85285
1.00000,31.00000,0.93822,12.28939,1.17404,0.54899,0.82347,11.34180,1.04991,0.84272
1.00000,32.00000,0.72364,7.26548,0.64926,0.77288,0.82025,11.21030,1.03698,0.84047
1.00000,33.00000,0.66956,5.01086,0.45045,0.50633,0.81555,11.01657,1.01865,0.83003
1.00000,34.00000,1.01384,7.06429,0.64465,0.61778,0.82155,10.89680,1.00732,0.82359
1.00000,35.00000,0.75001,8.93056,0.78208,1.10973,0.81945,10.83897,1.00070,0.83201
1.00000,36.00000,0.80329,9.41146,0.83655,1.04598,0.81899,10.79819,0.99601,0.83812
1.00000,37.00000,0.70713,6.75765,0.58741,0.88356,0.81588,10.68595,0.98466,0.83939
1.00000,38.00000,1.05742,9.10031,0.81271,0.97318,0.82241,10.64310,0.98001,0.84300
1.00000,39.00000,0.98430,6.68986,0.57380,0.95191,0.82667,10.53906,0.96932,0.84587
1.00000,40.00000,0.70151,6.92118,0.62323,0.68891,0.82346,10.44630,0.96045,0.84184
1.00000,41.00000,0.82673,7.98294,0.70559,0.92704,0.82354,10.38471,0.95407,0.84397
1.00000,42.00000,0.95943,6.92481,0.61661,0.75874,0.82686,10.30032,0.94584,0.84189
1.00000,43.00000,0.68199,8.97439,0.79418,1.03258,0.82341,10.26875,0.94223,0.84643
1.00000,44.00000,0.99137,7.35651,0.65681,0.78839,0.82731,10.20103,0.93559,0.84508
1.00000,45.00000,0.72885,7.74379,0.68442,0.89960,0.82508,10.14518,0.92989,0.84632
1.00000,46.00000,0.77460,5.00740,0.41753,0.83211,0.82395,10.03101,0.91850,0.84601
1.00000,47.00000,0.63792,6.71703,0.59976,0.71939,0.81991,9.95897,0.91157,0.84326
1.00000,48.00000,0.81508,8.08262,0.73301,0.75256,0.81981,9.91904,0.90777,0.84133
1.00000,49.00000,0.70019,8.60611,0.78398,0.76627,0.81731,9.89169,0.90519,0.83976
1.00000,50.00000,0.63749,5.58448,0.48081,0.77636,0.81364,9.80379,0.89653,0.83847
1.00000,51.00000,0.79243,7.66446,0.70824,0.58207,0.81322,9.76100,0.89277,0.83334
1.00000,52.00000,0.95692,6.90470,0.59058,0.99891,0.81604,9.70500,0.88684,0.83659
1.00000,53.00000,0.68258,6.18137,0.53293,0.85206,0.81347,9.63723,0.88004,0.83688
1.00000,54.00000,1.10821,4.50285,0.36201,0.88271,0.81903,9.54036,0.87026,0.83775
1.00000,55.00000,0.60444,6.39336,0.57012,0.69221,0.81506,9.48208,0.86470,0.83505
1.00000,56.00000,0.72118,6.68330,0.60988,0.58446,0.81335,9.43119,0.86007,0.83050
1.00000,57.00000,0.71887,5.64222,0.48813,0.76096,0.81166,9.36353,0.85343,0.82926
1.00000,58.00000,0.72624,5.79115,0.45828,1.20838,0.81017,9.30086,0.84650,0.83591
1.00000,59.00000,0.66198,5.47621,0.46320,0.84423,0.80761,9.23492,0.83989,0.83605
1.00000,60.00000,0.89571,7.99301,0.73172,0.67579,0.80910,9.21387,0.83805,0.83333
1.00000,61.00000,0.62483,6.93088,0.60560,0.87488,0.80603,9.17582,0.83418,0.83403
1.00000,62.00000,1.08172,4.96606,0.42178,0.74826,0.81055,9.10681,0.82742,0.83262
1.00000,63.00000,0.62436,5.92130,0.52250,0.69631,0.80755,9.05543,0.82250,0.83042
1.00000,64.00000,0.70926,6.48950,0.57657,0.72377,0.80599,9.01470,0.81860,0.82873
1.00000,65.00000,0.82453,6.39195,0.56760,0.71593,0.80628,8.97372,0.81468,0.82697
1.00000,66.00000,0.81334,6.15270,0.53703,0.78237,0.80639,8.93032,0.81040,0.82628
1.00000,67.00000,0.53186,6.23534,0.54354,0.79993,0.80223,8.88948,0.80636,0.82588
1.00000,68.00000,1.01748,7.49109,0.67588,0.73226,0.80544,8.86861,0.80441,0.82448
1.00000,69.00000,0.61009,5.53437,0.47244,0.81001,0.80257,8.81958,0.79953,0.82427
1.00000,70.00000,0.75596,4.30065,0.34588,0.84188,0.80189,8.75409,0.79296,0.82453
1.00000,71.00000,1.00303,10.55114,0.96405,0.91061,0.80477,8.77976,0.79540,0.82576
1.00000,72.00000,0.82545,5.53939,0.46547,0.88467,0.80506,8.73412,0.79075,0.82659
1.00000,73.00000,1.02620,8.30944,0.76353,0.67409,0.80813,8.72822,0.79038,0.82447
1.00000,74.00000,0.86661,5.35563,0.44879,0.86777,0.80893,8.68202,0.78570,0.82506
1.00000,75.00000,0.57421,7.82400,0.69813,0.84272,0.80576,8.67043,0.78451,0.82530
1.00000,76.00000,0.92478,7.19888,0.66062,0.59271,0.80734,8.65081,0.78286,0.82220
1.00000,77.00000,0.71336,7.45960,0.67294,0.73019,0.80611,8.63513,0.78141,0.82099
1.00000,78.00000,0.62157,5.65542,0.47727,0.88270,0.80371,8.59644,0.77746,0.82179
1.00000,79.00000,0.93444,5.65468,0.48700,0.78469,0.80539,8.55872,0.77374,0.82131
1.00000,80.00000,0.64554,5.17247,0.45264,0.64610,0.80336,8.51586,0.76968,0.81910
1.00000,81.00000,0.95762,6.64704,0.60053,0.64178,0.80529,8.49250,0.76756,0.81688
1.00000,82.00000,0.77564,9.51356,0.88532,0.66036,0.80493,8.50510,0.76902,0.81495
1.00000,83.00000,0.80163,7.39768,0.64863,0.91136,0.80489,8.49160,0.76755,0.81612
1.00000,84.00000,0.68764,5.42524,0.48051,0.62013,0.80347,8.45465,0.76409,0.81376
1.00000,85.00000,1.13600,6.62856,0.60984,0.53018,0.80743,8.43291,0.76225,0.81039
1.00000,86.00000,0.62680,5.37601,0.47604,0.61562,0.80531,8.39695,0.75889,0.80809
1.00000,87.00000,1.10148,5.51359,0.46069,0.90666,0.80875,8.36342,0.75542,0.80924
1.00000,88.00000,0.65974,7.06230,0.62822,0.78012,0.80704,8.34847,0.75396,0.80891
1.00000,89.00000,0.85687,6.14462,0.56240,0.52063,0.80760,8.32342,0.75178,0.80563
1.00000,90.00000,0.77615,5.54061,0.50660,0.47459,0.80725,8.29216,0.74902,0.80191
1.00000,91.00000,0.82959,8.76052,0.81034,0.65716,0.80750,8.29736,0.74971,0.80030
1.00000,92.00000,0.73429,6.63913,0.59426,0.69651,0.80669,8.27914,0.74800,0.79916
1.00000,93.00000,0.73672,4.01790,0.31617,0.85621,0.80593,8.23282,0.74330,0.79978
1.00000,94.00000,0.78309,5.94492,0.52029,0.74202,0.80569,8.20822,0.74091,0.79916
1.00000,95.00000,1.12243,7.00825,0.62787,0.72959,0.80906,8.19545,0.73970,0.79842
1.00000,96.00000,0.57341,7.04321,0.64824,0.56077,0.80658,8.18333,0.73874,0.79592
1.00000,97.00000,1.12937,6.55942,0.60144,0.54498,0.80994,8.16641,0.73731,0.79330
1.00000,98.00000,0.69861,4.55972,0.40104,0.54928,0.80879,8.12923,0.73384,0.79079
1.00000,99.00000,0.76877,6.23400,0.55047,0.72929,0.80838,8.10989,0.73197,0.79016
1.00000,100.00000,0.60115,4.89887,0.42442,0.65464,0.80629,8.07745,0.72887,0.78879
